id,from,doi,pmid,pmcid
1900,both,10.1186/1476-4598-13-27,24517546,PMC3924703
1901,both,NA,22195082,PMC3243256
1902,search,10.1111/cts.12500,28796445,PMC5759721
1903,search,10.1186/s13062-015-0088-z,26450611,PMC4599653
1904,both,NA,17108609,NA
1905,search,10.1371/journal.pone.0159627,27467780,PMC4965083
1906,both,10.12688/f1000research.18214.1|10.12688/f1000research.18214.2,30984386,PMC6439796
1907,both,10.1038/s41380-018-0281-4,30356120,PMC6482106
1908,both,10.1093/database/bay093,30239683,PMC6146119
1909,both,10.1186/s13104-015-1211-z,26047952,PMC4467632
1910,search,10.1016/j.ajoc.2017.06.006,29260090,PMC5722175
1911,search,NA,31934297,PMC6943467
1912,search,10.1016/j.cell.2017.11.033,29249361,PMC5766829
1913,both,10.1093/bib/bby071,30102366,PMC6954426
1914,search,10.2196/medinform.7799,29853438,PMC6002668
1915,search,10.1016/j.devcel.2021.04.001,33891899,PMC8650129
1916,search,10.1016/j.xpro.2021.100483,33982016,PMC8082263
1917,search,10.1186/s13326-017-0126-0,28583177,PMC5460348
1918,search,10.1186/s12864-016-2722-2,27357693,PMC4928145
1919,both,10.1186/1471-2164-10-S1-I1|10.1186/1471-2164-10-s1-i1,19594867,PMC2709251
1920,both,10.1155/2018/6789089,29853986,PMC5960578
1921,both,10.1093/nar/gkr968,22080549,PMC3245070
1922,both,10.1016/j.tiv.2020.104877,32387679,PMC7306473
1923,search,10.1089/cmb.2015.0001,25844670,PMC4808289
1924,search,10.1001/jamaoncol.2020.0001,32134442,PMC7059111
1925,both,NA,26306271,PMC4525275
1926,search,10.1039/d0mo00041h,33347526,PMC8058243
1927,search,10.3390/cancers11111747,31703394,PMC6896094
1928,search,10.1002/humu.22376,23843252,PMC4109890
1929,search,10.1016/j.neuron.2018.09.049,30344048,PMC6479120
1930,both,10.1089/omi.2011.0118,22455463,PMC3339379
1931,search,10.1055/s-0039-1688938,31167249,PMC6551210
1932,search,10.3390/ijms20040867,30781581,PMC6412520
1933,search,10.1073/pnas.1612195114,28031488,PMC5255621
1934,search,10.1007/978-1-4939-7737-6_8,29761460,PMC6487669
1935,search,10.1089/bioe.2019.0034,34476377,PMC8370481
1936,search,10.1038/s41746-019-0101-5,31304370,PMC6550268
1937,search,10.1093/nar/gkw365,27131783,PMC4987917
1938,search,10.1093/database/bau129,25619558,PMC4305386
1939,search,10.1038/s41596-020-00429-6,33268883,PMC8489533
1940,both,10.3389/fninf.2020.00038,33013345,PMC7461893
1941,search,10.1093/database/bar002,21321022,PMC3041158
1942,search,10.1016/j.jbi.2010.02.008,20206294,PMC2930208
1943,both,10.1371/journal.pone.0174436,28346469,PMC5367815
1944,search,10.1016/j.jbi.2020.103526,32768446,PMC7746475
1945,search,10.3390/ijms22168962,34445667,PMC8396480
1946,search,10.1126/scisignal.150mr2,19091693,PMC7141777
1947,search,10.1172/jci141566,33555272,PMC7954605
1948,search,10.1007/s00204-021-03008-0,33660061,PMC8113308
1949,search,10.1016/j.taap.2018.02.014,29476864,PMC6087490
1950,both,10.1186/2041-1480-3-9,23244533,PMC3579732
1951,search,NA,24551360,PMC3900201
1952,both,10.1186/s13007-017-0159-5,28250803,PMC5324291
1953,search,10.1093/database/bat046,23794737,PMC3689439
1954,search,10.1093/jamia/ocy021,29648604,PMC7647029
1955,search,10.1186/s13023-018-0765-y,29370821,PMC5785853
1956,search,10.1038/s41598-018-19357-3,29348552,PMC5773503
1957,both,10.3892/ijmm.2017.2853,28075449,PMC5358695
1958,both,10.7717/peerj.5298,30083448,PMC6076985
1959,search,10.21203/rs.3.rs-673011/v1,34341784,PMC8328070
1960,both,10.1021/pr5008416,25300367,PMC4360886
1961,both,10.1093/database/bax105,29688354,PMC5819722
1962,search,10.1038/s41598-019-42178-x,31127124,PMC6534545
1963,search,10.1093/hmg/ddab081,33772537,PMC8120135
1964,search,10.3389/fgene.2019.00769,31572428,PMC6749816
1965,both,10.1186/s13326-015-0008-2,25926964,PMC4414390
1966,both,10.1186/s12859-020-03773-2,33028186,PMC7542696
1967,search,10.1371/journal.pone.0232654,32559196,PMC7304910
1968,search,10.3389/frma.2020.00003,33870041,PMC8028387
1969,both,10.1093/nar/gkx400,28482068,PMC5793836
1970,both,10.1038/s41598-019-43829-9,31076736,PMC6510781
1971,search,10.1186/s12920-018-0330-5,29504919,PMC5836833
1972,search,10.1371/journal.pcbi.1004048,25668218,PMC4323218
1973,search,10.1101/2021.06.28.21259529,34230933,PMC8259910
1974,both,10.1155/2017/5974574,28634590,PMC5467323
1975,both,10.1093/ilar/ilx013,28838066,PMC5886341
1976,search,10.1161/atvbaha.118.311928,30580566,PMC6309981
1977,search,10.3390/s21124249,34205793,PMC8234801
1978,search,10.1038/s41467-019-11026-x,31350405,PMC6659642
1979,search,10.1056/nejmoa1806891,30586318,PMC6510541
1980,both,10.1002/psp4.3,26225232,PMC4360671
1981,both,10.1093/nar/gkn805,18948287,PMC2686472
1982,search,10.1371/journal.pcbi.1007541,31869322,PMC6946175
1983,search,10.6026/97320630006086,21544172,PMC3082863
1984,both,10.1093/nar/gku434,24861622,PMC4086117
1985,search,10.1038/nprot.2015.105,26379229,PMC4718734
1986,search,10.1093/jamia/ocy123,30321381,PMC6289551
1987,search,10.1038/s41431-021-00852-7,34075210,PMC8440686
1988,both,10.1172/jci.insight.136477,32879140,PMC7526455
1989,both,10.1093/nar/gkr1177,22139914,PMC3245040
1990,search,10.1186/1472-6807-13-24,24139526,PMC4016320
1991,search,10.1016/j.cels.2017.10.010,29128334,PMC5746455
1992,search,10.1016/j.stemcr.2019.10.013,31761677,PMC6915843
1993,both,10.1186/s13293-020-00322-7,32831121,PMC7444077
1994,search,10.1155/2014/527029,24772427,PMC3977459
1995,search,NA,22195180,PMC3243207
1996,search,10.1186/s12974-020-01781-w,32276639,PMC7149918
1997,search,10.1093/nar/gkv1329,26656951,PMC4702926
1998,search,10.1007/s11357-013-9510-6,23354682,PMC3825015
1999,search,10.1093/database/baw009,26989145,PMC4795931
2000,search,10.1371/journal.pcbi.1000582,19956751,PMC2775909
2001,search,10.1109/bibm.2013.6732517,25131635,PMC4133978
2002,search,10.1093/nar/gkl988,17151068,PMC1761441
2003,search,10.1182/blood-2015-08-664649,26966091,PMC4968346
2004,search,10.1371/journal.pcbi.1004747,26963104,PMC4786343
2005,both,10.3389/fgene.2019.00394,31105750,PMC6498285
2006,both,10.1186/2041-1480-4-13,23937709,PMC3851175
2007,both,10.18632/oncotarget.10012,27323856,PMC5216984
2008,both,10.1093/nar/gkx1132,29145629,PMC5753187
2009,search,10.1186/s13059-019-1679-2,31023338,PMC6485071
2010,both,10.1002/ajmg.c.31377,24124010,PMC4041627
2011,both,10.1093/nar/gkr483,21715386,PMC3125809
2012,both,10.1007/978-1-4939-6747-6_17,28188534,PMC5388446
2013,search,10.4103/2153-3539.166012,26605116,PMC4629306
2014,both,10.1093/nar/gku1204,25428363,PMC4383984
2015,both,10.1016/j.jbi.2016.12.006,28003147,PMC5316345
2016,both,10.1093/nar/gkt1229,24316577,PMC3965119
2017,search,10.1186/s13023-019-1040-6,30898118,PMC6427854
2018,search,10.1186/s12911-020-01273-0,33032576,PMC7542735
2019,search,10.3892/etm.2017.4500,28672924,PMC5488641
2020,search,10.1186/s13326-017-0131-3,28587637,PMC5461726
2021,search,10.1371/journal.pone.0269687,35679235,PMC9182266
2022,both,10.7717/peerj.5047,30065857,PMC6064635
2023,search,10.1016/j.devcel.2015.01.028,25805135,PMC4456036
2024,both,10.2196/resprot.7904,29021130,PMC5656775
2025,both,10.2196/jmir.5549,27383622,PMC4954919
2026,search,10.1186/s13073-015-0230-7,26521025,PMC4628784
2027,search,10.1093/nar/gkr1089,22135296,PMC3245112
2028,search,10.1371/journal.pcbi.1002141,21901084,PMC3161904
2029,both,10.1002/wsbm.1337,27080087,PMC4845762
2030,search,10.1371/journal.pntd.0003479,25646954,PMC4315569
2031,search,10.1083/jcb.201802117,29666150,PMC5987727
2032,both,10.1007/s00251-019-01137-6,31761977,PMC6970984
2033,both,10.3390/ph11030061,29932108,PMC6160959
2034,search,10.1007/s11606-014-2908-8,25029978,PMC4124112
2035,both,10.1093/bioinformatics/btx624,29028931,PMC5860606
2036,search,10.1002/bies.201500192,27231054,PMC4949557
2037,both,10.1093/nar/gkaa878,33068417,PMC7708038
2038,search,NA,26262161,PMC5875691
2039,search,10.3389/fphar.2018.00583,29922160,PMC5996185
2040,both,10.1038/srep01802,23652793,PMC3647165
2041,both,10.1186/s12859-018-2584-5,30616557,PMC6323831
2042,both,10.1093/database/baz068,31225582,PMC6587072
2043,search,10.1186/2041-1480-3-s1-s5,22541596,PMC3337270
2044,both,10.1038/s41467-019-11069-0,31292438,PMC6620318
2045,search,10.1371/journal.pone.0134645,26262842,PMC4532367
2046,both,10.1186/1471-2164-13-453,22947142,PMC3542097
2047,both,10.1186/s13326-018-0183-z,29743102,PMC5944177
2048,both,10.1038/s41538-018-0032-6,31304272,PMC6550238
2049,both,10.1093/nar/gkv1351,26656494,PMC4702931
2050,both,10.1111/eva.12607,30622632,PMC6304693
2051,both,10.1093/bioinformatics/btq099,20200009,PMC2853691
2052,search,10.1371/journal.pone.0249691,34197463,PMC8248687
2053,search,10.1038/s41598-017-05349-2,28706189,PMC5509746
2054,both,10.1101/gr.251983.119,31754022,PMC6886503
2055,search,10.1038/s41431-017-0008-z,29158551,PMC5865169
2056,search,10.1038/s41467-019-10016-3,31147538,PMC6542828
2057,both,10.1038/srep39433,27991583,PMC5172201
2058,search,10.3389/fimmu.2021.626418,33912157,PMC8072452
2059,search,10.1016/j.neuron.2016.04.039,27253448,PMC5092154
2060,search,10.3389/fgene.2019.01059,31737042,PMC6830110
2061,search,NA,21347182,PMC3041577
2062,both,10.1016/bs.mcb.2016.04.010,27443940,PMC6319372
2063,both,10.1093/bioinformatics/btw320,27207946,PMC5018372
2064,search,10.1038/gt.2017.29,28440796,PMC5628265
2065,both,10.1242/dmm.002790,20427557,PMC2860848
2066,both,10.1371/journal.pone.0100887,25007247,PMC4090199
2067,both,10.1038/s41525-018-0044-9,29423277,PMC5799157
2068,both,10.1093/bioinformatics/bty028,29360927,PMC5949213
2069,search,10.1371/journal.pone.0025451,21998659,PMC3187774
2070,search,10.1016/j.stem.2020.05.008,32531207,PMC7415618
2071,both,10.1186/s12911-020-01291-y,33319711,PMC7737250
2072,both,10.1093/nar/gku517,24948611,PMC4086124
2073,search,10.1186/s12859-018-2316-x,30223767,PMC6142695
2074,search,10.1038/s41598-019-41243-9,30918282,PMC6437177
2075,search,10.1093/bib/bbw136,28200013,PMC6192146
2076,search,10.1038/nrd.2017.178,29075003,PMC6882681
2077,search,10.1016/j.tube.2015.05.012,26190839,PMC4554888
2078,search,10.7554/elife.54572,32779569,PMC7486118
2079,search,10.1371/journal.pone.0155811,27196054,PMC4873016
2080,both,10.1289/ehp.1510438,26871594,PMC4977056
2081,search,10.1093/database/baw071,27189609,PMC4869795
2082,search,10.1371/journal.pone.0138383,26394310,PMC4579085
2083,search,10.1371/journal.pgen.1009723,34437535,PMC8389405
2084,search,10.1016/j.jmoldx.2019.06.011,31445211,PMC7807551
2085,both,10.1186/2041-1480-4-S1-S6|10.1186/2041-1480-4-s1-s6,23734660,PMC3633001
2086,search,10.1038/s41431-017-0041-y,29203833,PMC5838995
2087,search,10.1186/1471-2105-14-s3-s9,23514627,PMC3584936
2088,search,10.1186/1471-2164-15-s9-s12,25522020,PMC4290593
2089,search,10.1186/1742-4682-8-39,22018164,PMC3231811
2090,search,10.1155/2017/8526438,29317985,PMC5727797
2091,both,10.3389/fcimb.2019.00429,31921705,PMC6927917
2092,both,10.1093/database/bat018,23584832,PMC3625956
2093,both,10.1186/s13073-014-0094-2,25484921,PMC4256829
2094,search,NA,24303229,PMC3845760
2095,search,10.1038/s41598-020-69033-8,32704157,PMC7378827
2096,search,10.1007/s00439-013-1358-4,24077912,PMC3898141
2097,both,10.1002/cfg.498,18629202,PMC2447497
2098,search,10.1002/dvg.22869,26097192,PMC4545681
2099,search,10.1093/nar/gkq515,20529879,PMC2896190
2100,both,10.1093/nar/gkw1072,27903890,PMC5210555
2101,both,10.1038/sdata.2018.117,29917015,PMC6007090
2102,search,10.1007/s00335-015-9575-x,26092690,PMC4602068
2103,both,10.12688/f1000research.10788.1,28529714,PMC5414807
2104,both,10.1093/nar/gkt1102,24243840,PMC3965010
2105,search,10.1093/hmg/ddu426,25149474,PMC4262497
2106,both,10.1186/s13073-016-0367-z,27814769,PMC5095986
2107,search,10.1186/2041-1480-4-36,24267899,PMC4177145
2108,search,10.1016/j.humpath.2017.03.011,28411178,PMC5628161
2109,both,10.1186/1471-2105-11-103,20181245,PMC2837026
2110,both,10.1007/s40264-014-0189-0,24985530,PMC4134480
2111,search,NA,30882087,PMC6417840
2112,search,10.7554/elife.02626,25279814,PMC4359374
2113,both,10.1093/database/bau064,25006225,PMC4086403
2114,search,NA,28815104,PMC5543379
2115,search,10.1002/humu.22838,26178529,PMC4575269
2116,both,10.1093/database/bau048,24923820,PMC4207226
2117,both,10.1371/journal.pone.0175508,28686612,PMC5501393
2118,search,10.1007/s13238-012-2931-7,22773342,PMC4875392
2119,both,10.1007/s00335-012-9421-3,22961259,PMC3463787
2120,search,10.1093/bioinformatics/btw503,27506226,PMC5181534
2121,both,10.1093/nar/gku938,25300482,PMC4384014
2122,both,10.1371/journal.pgen.1005772,26796797,PMC4721915
2123,both,10.1093/nar/gkn842,18996890,PMC2686558
2124,search,10.1093/database/baw105,27402679,PMC4940433
2125,search,NA,29854192,PMC5977726
2126,search,10.1093/database/bax082,31725857,PMC7243925
2127,search,10.1128/aac.00419-13,23650175,PMC3697360
2128,search,NA,24551417,PMC3900155
2129,search,10.1093/nar/gkg044,12520030,PMC165491
2130,search,10.1038/s41431-017-0085-z,29396563,PMC5945774
2131,search,10.1371/journal.pone.0192446,29420653,PMC5805289
2132,search,10.1016/j.jbi.2011.01.002,21241822,PMC4896064
2133,both,10.1371/journal.pone.0024495,21915342,PMC3167857
2134,search,10.1016/j.ajhg.2017.12.014,29357977,PMC5985534
2135,search,10.1186/2041-1480-2-s4-s4,21995952,PMC3194171
2136,both,10.1093/database/baw075,27189610,PMC4869797
2137,both,10.18632/oncotarget.20481,29108274,PMC5668007
2138,search,10.15265/iy-2016-040,27830251,PMC5171562
2139,search,NA,9929245,PMC2232140
2140,both,10.1093/hmg/ddx014,28369266,PMC5390676
2141,both,10.3389/fcvm.2016.00022,27504451,PMC4959014
2142,both,10.1016/j.jbi.2019.103246,31255713,PMC6710011
2143,search,10.1038/s41598-017-07448-6,28790372,PMC5548804
2144,both,10.1371/journal.pone.0153006,27050193,PMC4822849
2145,search,10.1038/s41419-018-0824-2,30022068,PMC6052025
2146,both,10.1371/journal.pone.0115692,25664462,PMC4321842
2147,search,10.1074/mcp.m113.030577,24335474,PMC3916658
2148,search,10.1371/journal.pcbi.1000361,19381256,PMC2663789
2149,search,10.1016/j.jbi.2017.02.009,28213144,PMC5502481
2150,search,10.1186/1471-2407-11-161,21548930,PMC3098822
2151,search,NA,25592598,PMC4299914
2152,search,10.1038/bjc.2016.457,28141796,PMC5344292
2153,both,10.1093/nar/gkn889,19015125,PMC2686529
2154,both,10.1049/iet-syb.2014.0058,26243828,PMC8687282
2155,both,10.1371/journal.pone.0048584,23144907,PMC3492450
2156,search,10.1093/nar/gkx331,28472449,PMC5449616
2157,both,10.4137/CIN.S17641|10.4137/cin.s17641,25520555,PMC4256043
2158,search,10.3389/fgene.2019.00422,31130994,PMC6510286
2159,search,10.1186/s40246-017-0107-5,28532469,PMC5441048
2160,search,10.1002/humu.22974,26919060,PMC4846568
2161,both,10.1093/database/bat060,23935057,PMC4438919
2162,search,10.1093/nar/gkw1065,27899678,PMC5210549
2163,both,10.1038/srep11432,26066708,PMC4464350
2164,search,10.1093/jamia/ocv166,26661719,PMC4901376
2165,both,10.1186/1471-2105-8-S9-S1|10.1186/1471-2105-8-s9-s1,18047702,PMC2217659
2166,search,10.1093/database/bay088,30239679,PMC6146126
2167,search,10.1093/database/bav110,26581408,PMC4651161
2168,search,NA,23920642,PMC3923890
2169,search,10.1371/journal.pbio.1000472,20824171,PMC2930872
2170,search,10.1186/s12974-018-1113-9,29549885,PMC5857314
2171,search,10.1038/s41467-019-08976-7,30867424,PMC6416318
2172,search,10.1016/j.celrep.2019.07.022,31433982,PMC6750766
2173,search,10.3390/ijms161226148,26690135,PMC4691095
2174,both,10.1186/1471-2105-13-S15-S7|10.1186/1471-2105-13-s15-s7,23046449,PMC3439721
2175,search,10.1186/s13059-015-0815-x,26628058,PMC4667491
2176,search,10.1371/journal.pone.0116718,25665127,PMC4321837
2177,search,10.1038/s41598-017-03687-9,28615715,PMC5471186
2178,both,10.1093/bioinformatics/btv473,26272982,PMC4653395
2179,both,10.1074/mcp.RA118.000799|10.1074/mcp.ra118.000799,30097532,PMC6210229
2180,search,10.1007/978-1-4419-0540-6_4,NA,PMC7121563
2181,search,10.1016/j.ajhg.2017.04.015,28552198,PMC5473734
2182,search,10.3389/fgene.2017.00055,28553317,PMC5427079
2183,both,10.1093/nar/gkt1026,24217912,PMC3965098
2184,both,10.1038/nmeth.3484,26192085,PMC4718403
2185,both,10.1093/nar/gkm1021,18033805,PMC2238846
2186,both,10.1093/bib/bbw036,27142216,PMC5429001
2187,search,NA,21347005,PMC3041354
2188,search,10.1016/j.ccell.2020.04.012,32396860,PMC7328015
2189,search,10.1016/j.stem.2019.04.021,31155484,PMC6609489
2190,search,10.1186/2041-1480-4-21,24103636,PMC4126066
2191,both,10.4137/BBI.S35237|10.4137/bbi.s35237,26673408,PMC4674013
2192,search,NA,NA,PMC7685234
2193,search,10.1093/database/bar010,21478484,PMC3072770
2194,both,NA,18660883,PMC2553094
2195,both,10.1371/journal.pcbi.1004941,27203685,PMC4874630
2196,search,10.1111/pbi.12449,26269219,PMC5042036
2197,search,10.1186/s13326-017-0121-5,28253937,PMC5335794
2198,search,10.1016/j.jaci.2018.10.033,30414395,PMC6626639
2199,search,10.1016/j.celrep.2017.02.072,28329686,PMC5429029
2200,search,10.1016/j.drudis.2011.09.013,21963522,PMC7098809
2201,both,NA,21347161,PMC3041561
2202,search,10.1093/database/bau027,24682735,PMC4030636
2203,search,10.1155/2017/2858423,28299322,PMC5337312
2204,search,10.1186/1471-2148-11-4,21208444,PMC3024228
2205,search,10.1111/andr.12109,26473511,PMC4877036
2206,both,10.1504/IJBRA.2005.006903|10.1504/ijbra.2005.006903,18048122,PMC2574433
2207,search,10.1038/s41467-018-06664-6,30310060,PMC6181989
2208,search,10.1371/journal.pone.0066164,23799078,PMC3682960
2209,search,10.1038/srep22462,26934861,PMC4776156
2210,search,NA,23424115,PMC3581590
2211,search,10.1371/journal.pone.0102065,25019165,PMC4096511
2212,search,10.1038/s41467-019-08480-y,30850588,PMC6408502
2213,search,10.1186/s12911-016-0315-2,27454118,PMC4959382
2214,search,10.1371/journal.pgen.1004122,24516403,PMC3916285
2215,search,10.3732/ajb.1200222,22847540,PMC3492881
2216,both,10.1038/s41598-018-22631-z,29531263,PMC5847565
2217,search,NA,25592589,PMC4299946
2218,both,10.1093/bioinformatics/btw282,27307606,PMC4908366
2219,search,10.1007/978-1-4939-9089-4_6,30848458,PMC6657335
2220,search,10.1186/s12911-018-0636-4,30066664,PMC6069766
2221,both,10.1093/nar/gkw897,27903883,PMC5175370
2222,search,10.1186/1479-7364-1-3-229,15588483,PMC3525084
2223,search,10.1186/1471-2164-13-620,23151045,PMC3562514
2224,search,10.1186/1471-2105-10-s9-s2,19761572,PMC2745689
2225,both,10.1038/s41467-021-22517-1,33953184,PMC8100170
2226,search,10.1186/s12859-019-2687-7,30999858,PMC6471696
2227,search,10.1038/ng.3768,28135244,PMC5972004
2228,both,10.3389/fimmu.2018.02679,30519242,PMC6260145
2229,search,10.1371/journal.pone.0228786,32069322,PMC7028268
2230,search,10.1128/jcm.02717-15,26818666,PMC4809949
2231,search,10.1038/tpj.2010.35,20676069,PMC2920075
2232,search,10.7554/elife.69584,34623259,PMC8660021
2233,both,10.1016/j.ebiom.2018.04.002,29669699,PMC6013753
2234,search,10.1038/srep42809,28220871,PMC5318911
2235,search,10.1093/bioinformatics/btq188,20529942,PMC2881373
2236,search,10.1038/s41467-017-01176-1,28983113,PMC5629207
2237,both,10.1093/database/baw066,27189607,PMC4869796
2238,both,10.1111/imr.12726,30565237,PMC7379380
2239,search,10.1093/nar/gkq331,20460452,PMC2896109
2240,search,10.1155/2010/423589,20369061,PMC2847380
2241,both,10.1093/nar/gkv1217,26578572,PMC4702863
2242,both,10.1007/s13311-012-0111-3,22422471,PMC3325414
2243,search,10.1093/nar/gkr1051,22121217,PMC3245064
2244,search,10.3390/v2102258,21994619,PMC3185566
2245,search,10.1186/2041-1480-3-s2-s4,23046606,PMC3448530
2246,both,10.1093/database/bav028,25877637,PMC4397996
2247,both,10.3389/fgene.2018.00060,29535761,PMC5834486
2248,search,10.1093/toxsci/kfx101,28591870,PMC5837682
2249,both,10.1109/TCBB.2011.58|10.1109/tcbb.2011.58,21422495,PMC4047992
2250,search,10.1038/s41540-017-0039-7,29423274,PMC5799370
2251,both,10.1093/nar/gkr770,21976726,PMC3239203
2252,search,10.12688/f1000research.6208.2,26180633,PMC4490798
2253,search,10.1007/s11693-015-9164-z,25972989,PMC4427582
2254,search,10.1158/0008-5472.can-15-2325-t,26921330,PMC4907268
2255,search,10.1038/tp.2014.78,25180570,PMC4199417
2256,search,10.1007/978-1-60327-367-1_17,20238089,PMC3957484
2257,search,10.1093/nar/gku1130,25398906,PMC4383943
2258,search,10.1186/s12906-015-0526-6,25652121,PMC4321703
2259,both,10.1186/s12915-017-0469-0,29325558,PMC5795274
2260,search,10.1186/1878-5085-4-23,24195840,PMC3832251
2261,both,10.1186/1752-0509-8-68,24929653,PMC4088370
2262,both,10.1186/1471-2105-13-69,22548963,PMC3436770
2263,search,10.1371/journal.pcbi.1003449,24499934,PMC3907286
2264,search,10.1038/srep32417,27600491,PMC5013399
2265,search,NA,22779054,PMC3392046
2266,both,10.1186/1755-8794-8-S2-S2|10.1186/1755-8794-8-s2-s2,26044949,PMC4460611
2267,search,10.1038/mp.2014.29,24776741,PMC4031262
2268,both,10.1038/s41588-020-00750-6,33414553,PMC7808565
2269,search,10.1186/1477-7827-7-62,19527514,PMC2714850
2270,search,10.1038/tp.2014.111,25335167,PMC4350517
2271,search,10.1111/jvim.15044,32745309,PMC5867002
2272,search,10.1155/2013/793091,23533360,PMC3603583
2273,search,10.1093/nar/gky049,29394407,PMC5887416
2274,both,10.1088/1367-2630/16/10/105014,25530704,PMC4270352
2275,search,10.1093/database/bav089,26385205,PMC4574036
2276,search,10.1186/2041-1480-3-s2-s7,23046681,PMC3448531
2277,both,10.1126/scitranslmed.aag1166,28356508,PMC6321762
2278,search,10.1016/j.ccell.2016.05.003,27300438,PMC4908977
2279,search,10.1002/0471250953.bi0114s40,23255149,PMC3555435
2280,both,10.1093/database/bax059,29220451,PMC5569678
2281,both,10.1186/s12859-016-1396-8,27955641,PMC5153691
2282,search,10.1016/j.jbi.2014.05.013,24928448,PMC4589180
2283,search,10.1527/tjsai.25.433,21308002,PMC3034144
2284,search,10.1093/bib/bbs018,22833496,PMC3404399
2285,search,10.1093/bib/bbs053,22962340,PMC3888109
2286,search,10.1016/j.ccell.2017.05.008,28625481,PMC5559384
2287,search,10.1186/s12859-015-0549-5,25971816,PMC4448285
2288,search,10.1016/j.celrep.2018.10.051,30428345,PMC6296757
2289,search,10.1021/ac3004055,22489825,PMC3357313
2290,both,10.1038/nbt1346,17989687,PMC2814061
2291,both,10.1371/journal.pone.0071537,23977067,PMC3744556
2292,both,10.1093/bioinformatics/btt474,23969135,PMC3810844
2293,search,10.1186/s13059-014-0472-5,25260792,PMC4242486
2294,search,10.1186/2041-1480-3-17,23256535,PMC3639077
2295,both,10.1038/ng0508-523,18443589,PMC2505193
2296,search,10.1111/acel.12315,25677910,PMC4406669
2297,both,10.1186/s12859-015-0453-z,25887539,PMC4343279
2298,search,10.1186/1471-2105-14-181,23742147,PMC3702428
2299,search,10.1016/j.jbi.2010.01.006,20123131,PMC2892030
2300,search,10.2196/games.3350,25654473,PMC4307816
2301,both,10.1016/j.jmb.2013.08.008,23962656,PMC3807015
2302,search,10.1016/j.csbj.2015.11.006,27602200,PMC4700298
2303,search,10.1177/014107689909200117,NA,PMC1297043
2304,search,10.1016/j.jbi.2018.02.010,29462669,PMC5882531
2305,both,10.1371/journal.pone.0110936,25360770,PMC4216010
2306,both,10.1186/1471-2105-14-53,23409969,PMC3635999
2307,both,10.1161/ATVBAHA.115.306108|10.1161/atvbaha.115.306108,26293461,PMC4583353
2308,search,10.3389/fgene.2014.00152,24910641,PMC4039073
2309,search,10.1038/nchembio.1475,24609361,PMC4006364
2310,both,10.1093/nar/gki050,15608243,PMC540004
2311,search,10.1093/nar/gkw250,27095194,PMC4872112
2312,search,10.3389/fnmol.2016.00124,27932948,PMC5120146
2313,search,10.1093/nar/gkw1039,27899602,PMC5210535
2314,search,10.18632/oncotarget.3746,25991672,PMC4627306
2315,both,10.1371/journal.pone.0100855,25025130,PMC4099014
2316,both,10.1186/1471-2105-13-S1-S5|10.1186/1471-2105-13-s1-s5,22373396,PMC3471341
2317,search,10.1093/database/baz059,31210270,PMC6866600
2318,search,10.1038/nm.4438,29131160,PMC5722201
2319,both,10.1371/journal.pone.0081921,24324730,PMC3852754
2320,both,NA,21347172,PMC3041567
2321,search,10.1186/1471-2105-13-s15-s2,23046413,PMC3439733
2322,search,10.1371/journal.pone.0028025,22205936,PMC3244383
2323,search,10.1093/nar/gku412,24895436,PMC4086092
2324,both,10.1093/nar/gkm829,17942429,PMC2238850
2325,both,10.1093/database/bas040,23160413,PMC3500519
2326,both,10.1371/journal.pone.0094328,24736319,PMC3988072
2327,search,10.1101/066027,NA,NA
2328,search,NA,16779008,PMC1560776
2329,search,10.1371/journal.pone.0022597,21799912,PMC3142169
2330,both,10.1093/bioinformatics/btq449,20702400,PMC2944202
2331,search,10.1093/bioinformatics/btt359,23828786,PMC4068009
2332,search,10.1371/journal.pone.0064248,23717578,PMC3662678
2333,both,10.1371/journal.pbio.3000970,33156843,PMC7728249
2334,search,10.1186/s12940-015-0056-1,26302742,PMC4549093
2335,search,10.1016/j.stem.2019.02.019,30905619,PMC6458988
2336,search,10.1093/bioinformatics/btr058,21343142,PMC3065691
2337,both,10.4137/CIN.S13874|10.4137/cin.s13874,25392685,PMC4216063
2338,search,10.3390/ijerph15081644,30081484,PMC6121483
2339,search,10.1093/nar/gkp936,19906730,PMC2808905
2340,search,10.1371/journal.pone.0065854,23776558,PMC3679160
2341,search,10.1155/2009/917826,19343191,PMC2662492
2342,search,10.1186/1471-2105-13-249,23017167,PMC3564935
2343,search,10.1093/nar/gkw957,28204549,PMC5389513
2344,search,10.1186/1471-2105-10-70,19243617,PMC2662812
2345,search,10.1186/1471-2105-15-105,24725842,PMC3998061
2346,both,10.1186/1752-0509-4-76,20525248,PMC2900226
2347,search,10.1186/s12859-016-1080-z,27333889,PMC4918084
2348,search,10.1186/s12913-017-2688-z,29162092,PMC5698952
2349,both,10.1016/j.ajhg.2014.03.010,24702956,PMC3980410
2350,search,10.1186/s13326-015-0036-y,26445639,PMC4594885
2351,both,10.1371/journal.pone.0057766,23469233,PMC3585940
2352,search,10.1371/journal.pgen.1002972,23028371,PMC3459987
2353,search,10.1186/s12859-018-2429-2,30400805,PMC6218966
2354,both,10.1002/9780470559277.ch110262,26609498,PMC4655879
2355,both,10.1016/j.jbi.2013.12.006,24393765,PMC3951655
2356,search,10.1186/1756-0500-3-16,20205870,PMC2826352
